計測時刻,PM2.5(μg/㎥),PM10(PM2.5は除く)(μg/㎥),VOC(ppb),UV(Index),温度(℃),湿度(％),照度(lx),気圧(hPa)
2019/03/09 12:44,0,8,15,0,18.1,37.2,15,1022.4
2019/03/09 13:14,0,0,15,0,18.2,37.5,12,1021.6
2019/03/09 13:44,0,7,17,0,18.2,37.8,10,1020.9
2019/03/09 14:14,8,0,14,0,18.1,38.4,8,1020.5
2019/03/09 14:44,0,6,14,0,18.2,38.5,7,1020.4
2019/03/09 15:14,1,8,10,0,18.2,38.9,6,1020.3
2019/03/09 15:44,1,8,10,0,18.2,38.9,6,1020.2
2019/03/09 16:14,1,3,8,0,18.1,38.9,5,1020.0
2019/03/09 16:44,0,6,7,0,18.0,38.9,4,1019.9
2019/03/09 17:14,7,6,6,0,17.9,38.8,2,1019.6
2019/03/09 17:44,8,7,3,0,17.8,39.0,0,1019.6
2019/03/09 18:14,2,6,0,0,17.7,38.9,0,1019.5
2019/03/09 18:44,0,6,7,0,17.6,38.9,0,1019.5
2019/03/09 19:14,8,5,7,0,17.4,39.0,0,1019.5
2019/03/09 19:44,8,1,12,0,18.5,40.9,12,1019.6
2019/03/09 20:14,1,4,25,0,21.6,36.0,11,1019.4
2019/03/09 20:44,3,5,19,0,22.1,35.9,11,1019.4
2019/03/09 21:14,4,6,31,0,22.3,36.2,11,1019.9
2019/03/09 21:44,2,2,101,0,22.7,35.4,11,1020.0
2019/03/09 22:14,3,3,65,0,21.7,35.4,0,1019.9
2019/03/09 22:44,6,1,93,0,22.4,36.5,11,1019.8
2019/03/09 23:14,2,7,56,0,22.4,36.7,11,1019.5
2019/03/09 23:44,2,0,34,0,21.3,36.8,0,1019.4
2019/03/10 00:14,0,6,43,0,20.5,37.4,0,1019.7
2019/03/10 00:44,1,6,33,0,19.9,37.8,0,1019.7
2019/03/10 01:14,2,7,25,0,19.4,38.2,0,1019.7
2019/03/10 01:44,2,6,22,0,19.0,38.8,0,1019.2
2019/03/10 02:14,3,8,19,0,18.7,39.1,0,1018.9
2019/03/10 02:44,0,3,18,0,18.3,39.8,0,1018.4
2019/03/10 03:14,0,8,9,0,18.0,40.0,0,1018.1
2019/03/10 03:44,0,7,9,0,17.7,40.6,0,1018.2
2019/03/10 04:14,0,7,7,0,17.5,40.2,0,1018.3
2019/03/10 04:44,1,6,2,0,17.3,40.3,0,1018.5
2019/03/10 05:14,1,4,0,0,17.0,40.2,0,1018.7
2019/03/10 05:44,1,0,4,0,16.7,40.5,0,1018.3
2019/03/10 06:14,3,6,3,0,16.6,40.2,0,1018.6
2019/03/10 06:44,8,1,15,0,16.3,41.2,9,1019.1
2019/03/10 07:14,2,0,30,0,16.2,41.3,24,1019.1
2019/03/10 07:44,3,0,42,0,16.1,41.3,149,1019.3
2019/03/10 08:14,1,6,41,0,16.1,41.7,130,1019.1
2019/03/10 08:44,1,3,42,0,16.3,41.5,74,1019.2
2019/03/10 09:14,3,7,35,0,16.4,42.0,51,1019.0
2019/03/10 09:44,1,0,52,0,17.8,42.6,17,1018.6
2019/03/10 10:14,8,5,48,0,21.0,38.8,16,1019.0
2019/03/10 10:44,1,5,15,0,22.6,35.8,13,1018.7
2019/03/10 11:14,7,0,9,0,21.3,40.3,13,1018.4
2019/03/10 11:44,5,1,23,0,22.0,49.3,8,1017.9
2019/03/10 12:14,4,1,19,0,22.6,52.6,6,1017.5
2019/03/10 12:44,10,8,34,0,23.0,55.3,5,1017.0
2019/03/10 13:14,5,5,23,0,23.3,55.0,5,1016.0
2019/03/10 13:44,4,5,27,0,23.7,52.6,4,1015.6
2019/03/10 14:14,6,2,13,0,22.5,51.8,12,1014.9
2019/03/10 14:44,9,1,83,0,22.3,52.7,12,1014.8
2019/03/10 15:14,5,0,173,0,22.0,52.5,9,1014.5
2019/03/10 15:44,10,4,160,0,21.9,51.6,7,1014.3
2019/03/10 16:14,8,3,161,0,21.7,51.2,4,1014.3
2019/03/10 16:44,9,8,130,0,21.4,51.0,3,1014.1
2019/03/10 17:14,20,22,125,0,21.5,53.0,12,1013.9
2019/03/10 17:44,13,6,146,0,21.3,52.8,11,1013.3
2019/03/10 18:14,9,5,145,0,21.2,51.9,12,1013.1
2019/03/10 18:44,7,12,197,0,21.2,49.5,11,1013.1
2019/03/10 19:14,8,1,165,0,20.9,50.3,12,1013.1
2019/03/10 19:44,8,4,134,0,20.9,50.7,11,1012.5
2019/03/10 20:14,4,1,154,0,22.4,50.0,12,1011.9
2019/03/10 20:44,2,0,108,0,23.3,48.6,11,1011.9
2019/03/10 21:14,6,6,90,0,23.6,47.6,11,1011.6
2019/03/10 21:44,3,5,88,0,24.0,47.4,11,1010.9
2019/03/10 22:14,9,0,67,0,23.5,45.5,0,1010.2
2019/03/10 22:44,4,0,66,0,23.0,49.4,11,1009.7
2019/03/10 23:14,4,8,70,0,23.5,48.8,11,1008.4
2019/03/10 23:44,9,2,74,0,24.2,47.4,11,1007.5
2019/03/11 00:14,8,6,74,0,24.6,46.8,11,1006.6
2019/03/11 00:44,6,3,71,0,24.9,45.9,11,1005.2
2019/03/11 01:14,4,0,65,0,24.6,45.6,0,1004.6
2019/03/11 01:44,8,5,52,0,23.9,45.7,0,1003.9
2019/03/11 02:14,8,0,52,0,23.4,45.7,0,1003.1
2019/03/11 02:44,7,2,43,0,22.9,45.8,0,1002.0
2019/03/11 03:14,10,0,39,0,22.5,45.9,0,1000.4
2019/03/11 03:44,3,0,27,0,22.2,46.1,0,999.5
2019/03/11 04:14,8,8,28,0,21.8,46.7,0,998.2
2019/03/11 04:44,4,1,30,0,21.6,46.5,0,997.1
2019/03/11 05:14,4,8,22,0,21.3,47.0,0,997.0
2019/03/11 05:44,6,8,24,0,21.2,47.0,0,996.6
2019/03/11 06:14,8,2,19,0,20.9,47.6,0,994.4
2019/03/11 06:44,4,8,17,0,20.8,47.8,0,992.7
2019/03/11 07:14,7,7,20,0,20.6,47.9,0,992.6
2019/03/11 07:44,5,8,17,0,20.5,48.2,0,992.0
2019/03/11 08:14,0,1,24,0,20.4,50.0,2,990.9
2019/03/11 08:44,5,7,30,0,20.5,50.0,16,990.0
2019/03/11 09:14,3,1,29,0,20.4,50.1,15,989.6
2019/03/11 09:44,8,1,42,0,20.5,50.2,8,989.8
2019/03/11 10:14,2,8,33,0,20.5,50.0,7,990.3
2019/03/11 10:44,5,8,25,0,20.2,49.8,11,990.4
2019/03/11 11:14,7,8,25,0,19.8,50.1,11,990.0
2019/03/11 11:44,2,8,26,0,19.5,50.8,16,989.8
2019/03/11 12:14,0,6,21,0,19.3,51.2,11,989.6
2019/03/11 12:44,2,5,24,0,19.1,51.3,12,989.6
2019/03/11 13:14,3,5,21,0,19.0,51.4,6,989.7
2019/03/11 13:44,3,6,20,0,18.8,51.9,9,989.8
2019/03/11 14:14,1,7,21,0,18.8,51.5,10,990.0
2019/03/11 14:44,0,6,17,0,18.7,51.8,10,989.7
2019/03/11 15:14,1,6,16,0,18.8,51.3,7,989.6
2019/03/11 15:44,4,4,15,0,18.7,51.4,6,990.1
2019/03/11 16:14,8,4,14,0,18.6,51.7,5,990.7
2019/03/11 16:44,0,4,22,0,18.8,50.7,4,991.2
2019/03/11 17:14,0,7,18,0,18.7,50.8,3,991.9
2019/03/11 17:44,1,6,23,0,18.6,50.6,1,992.8
2019/03/11 18:14,2,13,24,0,18.7,50.1,11,993.7
2019/03/11 18:44,1,5,62,0,18.8,50.8,12,994.4
2019/03/11 19:14,0,4,66,0,19.3,50.2,11,995.2
2019/03/11 19:44,8,4,102,0,22.0,44.6,11,995.6
2019/03/11 20:14,0,5,124,0,22.7,43.3,11,996.2
2019/03/11 20:44,2,5,114,0,23.1,42.4,12,997.2
2019/03/11 21:14,2,6,74,0,21.9,43.4,11,998.0
2019/03/11 21:44,3,5,133,0,23.1,43.7,11,998.3
2019/03/11 22:14,1,3,109,0,23.3,43.0,12,998.3
2019/03/11 22:44,4,5,81,0,23.3,42.3,11,998.6
2019/03/11 23:14,4,5,52,0,23.7,42.0,11,998.7
2019/03/11 23:44,5,6,53,0,23.9,40.0,0,999.1
2019/03/12 00:14,4,0,31,0,23.0,39.7,0,999.6
2019/03/12 00:44,4,7,27,0,22.3,39.7,0,1000.0
2019/03/12 01:14,6,1,24,0,21.6,39.8,0,1000.0
2019/03/12 01:44,3,6,17,0,21.0,39.9,0,1000.1
2019/03/12 02:14,3,1,14,0,20.5,40.0,0,1000.0
2019/03/12 02:44,3,7,14,0,20.1,39.9,0,999.8
2019/03/12 03:14,1,7,15,0,19.7,39.8,0,999.8
2019/03/12 03:44,1,8,16,0,19.3,40.4,0,1000.1
2019/03/12 04:14,3,8,16,0,19.0,40.1,0,1000.3
2019/03/12 04:44,2,8,9,0,18.6,40.5,0,1000.9
2019/03/12 05:14,2,6,13,0,18.4,40.5,0,1001.2
2019/03/12 05:44,1,6,9,0,18.1,40.6,0,1001.9
2019/03/12 06:14,2,8,13,0,17.8,40.7,0,1002.2
2019/03/12 06:44,3,7,10,0,17.6,40.7,3,1002.5
2019/03/12 07:14,0,0,27,0,17.6,42.8,20,1002.9
2019/03/12 07:44,1,8,46,0,17.8,43.3,24,1003.1
2019/03/12 08:14,0,7,50,0,17.6,43.9,19,1003.4
2019/03/12 08:44,3,4,48,0,17.7,43.4,17,1003.7
2019/03/12 09:14,1,6,42,0,18.0,43.2,15,1003.7
2019/03/12 09:44,1,7,39,0,18.2,42.9,15,1003.4
2019/03/12 10:14,0,6,26,0,18.6,42.3,14,1003.5
2019/03/12 10:44,2,1,23,0,18.8,42.3,13,1003.3
2019/03/12 11:14,0,6,13,0,19.2,41.6,15,1003.1
2019/03/12 11:44,1,4,14,0,19.2,41.9,15,1003.0
2019/03/12 12:14,0,8,8,0,19.5,41.1,8,1002.8
2019/03/12 12:44,0,4,5,0,19.6,41.1,9,1002.3
2019/03/12 13:14,2,6,7,0,19.6,41.4,7,1001.9
2019/03/12 13:44,1,5,6,0,19.9,40.7,6,1001.7
2019/03/12 14:14,0,0,0,0,19.8,40.9,4,1001.7
2019/03/12 14:44,2,1,1,0,19.8,40.8,3,1001.7
2019/03/12 15:14,1,1,0,0,19.8,40.6,3,1001.8
2019/03/12 15:44,2,8,0,0,19.8,40.4,2,1001.9
2019/03/12 16:14,3,8,0,0,19.8,40.6,2,1001.9
2019/03/12 16:44,0,7,7,0,19.7,40.6,1,1002.1
2019/03/12 17:14,2,7,6,0,19.6,40.6,0,1002.3
2019/03/12 17:44,2,2,5,0,19.5,40.5,0,1002.6
2019/03/12 18:14,3,7,4,0,19.5,40.7,0,1003.1
2019/03/12 18:44,12,8,12,0,19.5,42.7,11,1003.4
2019/03/12 19:14,4,6,51,0,21.9,40.3,12,1004.0
2019/03/12 19:44,2,5,34,0,22.7,40.0,11,1004.2
2019/03/12 20:14,2,12,28,0,23.5,38.7,11,1004.2
2019/03/12 20:44,7,6,20,0,23.8,38.3,11,1004.4
2019/03/12 21:14,10,1,102,0,22.9,38.8,0,1004.4
2019/03/12 21:44,4,0,92,0,23.2,41.5,11,1004.5
2019/03/12 22:14,2,8,63,0,23.9,40.6,11,1004.7
2019/03/12 22:44,1,0,47,0,24.2,40.0,12,1004.5
2019/03/12 23:14,10,3,36,0,23.9,39.1,11,1004.4
2019/03/12 23:44,12,3,29,0,22.9,39.4,0,1004.8
2019/03/13 00:14,10,1,27,0,22.3,39.5,0,1004.4
2019/03/13 00:44,6,5,15,0,21.6,39.9,0,1004.2
2019/03/13 01:14,11,8,15,0,21.1,40.1,0,1004.0
2019/03/13 01:44,6,1,12,0,20.7,40.4,0,1004.0
2019/03/13 02:14,9,0,10,0,20.3,40.6,0,1003.7
2019/03/13 02:44,5,4,8,0,20.0,40.8,0,1003.5
2019/03/13 03:14,2,1,4,0,19.6,41.0,0,1003.3
2019/03/13 03:44,6,1,6,0,19.2,41.5,0,1003.5
2019/03/13 04:14,4,2,9,0,19.0,41.7,0,1003.3
2019/03/13 04:44,6,1,5,0,18.7,41.8,0,1003.5
2019/03/13 05:14,6,8,6,0,18.2,42.6,0,1003.8
2019/03/13 05:44,8,2,1,0,18.2,42.0,0,1003.8
2019/03/13 06:14,6,4,4,0,17.9,42.5,0,1004.0
2019/03/13 06:44,5,6,1,0,17.8,42.6,1,1003.9
2019/03/13 07:14,6,5,39,0,20.3,43.2,17,1003.7
2019/03/13 07:44,7,2,13,0,20.2,41.7,23,1003.5
2019/03/13 08:14,5,1,40,0,19.5,42.1,20,1003.1
2019/03/13 08:44,3,3,56,0,19.2,43.0,17,1002.9
2019/03/13 09:14,2,5,68,0,19.2,43.3,16,1002.6
2019/03/13 09:44,4,1,62,0,19.4,43.3,15,1002.4
2019/03/13 10:14,3,6,43,0,19.5,43.6,13,1002.0
2019/03/13 10:44,4,2,43,0,19.8,43.1,13,1001.9
2019/03/13 11:14,1,1,32,0,20.1,42.9,15,1001.4
2019/03/13 11:44,4,6,32,0,20.3,42.8,15,1001.1
2019/03/13 12:14,2,1,23,0,20.4,42.6,12,1000.6
2019/03/13 12:44,2,1,24,0,20.6,42.4,10,1000.1
2019/03/13 13:14,1,8,23,0,20.7,42.0,7,999.5
2019/03/13 13:44,3,1,22,0,20.6,41.6,5,999.1
2019/03/13 14:14,3,1,20,0,20.7,40.9,3,998.9
2019/03/13 14:44,6,2,19,0,20.7,40.4,3,999.0
2019/03/13 15:14,0,6,18,0,20.5,40.7,3,999.4
2019/03/13 15:44,4,6,15,0,20.5,40.2,2,999.7
2019/03/13 16:14,1,5,14,0,20.5,39.3,1,1000.0
2019/03/13 16:44,3,5,10,0,20.3,39.1,1,1000.5
2019/03/13 17:14,0,4,14,0,20.2,38.2,0,1000.9
2019/03/13 17:44,6,3,11,0,19.9,38.0,0,1001.7
2019/03/13 18:14,0,7,8,0,19.7,38.4,11,1002.6
2019/03/13 18:44,1,5,26,0,20.0,38.0,11,1003.4
2019/03/13 19:14,7,6,33,0,20.2,37.6,11,1004.5
2019/03/13 19:44,2,2,37,0,20.2,37.5,0,1005.6
2019/03/13 20:14,1,5,28,0,20.0,38.2,11,1006.6
2019/03/13 20:44,0,4,25,0,19.9,39.3,12,1007.4
2019/03/13 21:14,1,3,17,0,19.8,38.8,14,1008.2
2019/03/13 21:44,0,5,77,0,20.0,38.8,11,1008.8
2019/03/13 22:14,1,3,73,0,19.9,38.8,11,1009.5
2019/03/13 22:44,7,5,52,0,19.6,38.5,11,1010.0
2019/03/13 23:14,0,3,50,0,19.6,36.9,0,1010.2
2019/03/13 23:44,1,5,35,0,19.2,35.7,0,1010.2
2019/03/14 00:14,0,4,33,0,18.9,35.2,0,1010.6
2019/03/14 00:44,3,5,24,0,18.5,35.1,0,1010.8
2019/03/14 01:14,1,5,26,0,18.1,35.0,0,1011.0
2019/03/14 01:44,8,4,27,0,17.9,34.7,0,1011.0
2019/03/14 02:14,2,6,19,0,17.7,34.5,0,1010.9
2019/03/14 02:44,6,6,24,0,17.4,34.6,0,1010.8
2019/03/14 03:14,1,4,18,0,17.2,34.5,0,1010.9
2019/03/14 03:44,7,4,21,0,17.0,34.4,0,1010.9
2019/03/14 04:14,0,4,17,0,16.6,34.7,0,1011.3
2019/03/14 04:44,0,4,21,0,16.5,34.4,0,1011.4
2019/03/14 05:14,8,3,17,0,16.1,35.0,0,1011.8
2019/03/14 05:44,2,1,15,0,16.1,34.3,0,1012.3
2019/03/14 06:14,8,4,21,0,15.8,34.7,0,1012.9
2019/03/14 06:44,7,4,18,0,15.6,34.7,5,1013.3
2019/03/14 07:14,7,3,29,0,16.1,37.6,31,1014.1
2019/03/14 07:44,7,5,77,0,19.3,33.2,29,1014.5
2019/03/14 08:14,4,8,60,0,18.1,34.3,22,1014.6
2019/03/14 08:44,1,7,92,0,17.7,34.7,18,1015.0
2019/03/14 09:14,1,4,93,0,17.7,34.7,16,1015.1
2019/03/14 09:44,0,3,77,0,17.8,34.6,15,1015.4
2019/03/14 10:14,7,1,52,0,17.8,34.7,14,1015.4
2019/03/14 10:44,7,3,43,0,18.1,34.2,14,1015.2
2019/03/14 11:14,0,3,35,0,18.1,34.3,17,1014.9
2019/03/14 11:44,0,6,34,0,18.3,33.6,14,1014.8
2019/03/14 12:14,1,2,20,0,18.4,33.6,12,1014.4
2019/03/14 12:44,7,7,17,0,18.4,33.5,9,1014.5
2019/03/14 13:14,0,1,15,0,18.4,33.4,7,1014.3
2019/03/14 13:44,2,4,15,0,18.4,33.1,5,1014.2
2019/03/14 14:14,0,1,13,0,18.3,32.8,4,1014.1
2019/03/14 14:44,0,1,10,0,18.1,33.0,3,1014.2
2019/03/14 15:14,8,7,19,0,18.2,32.3,2,1014.5
2019/03/14 15:44,2,4,15,0,18.1,32.1,2,1014.9
2019/03/14 16:14,7,6,14,0,17.9,31.9,2,1015.0
2019/03/14 16:44,1,6,10,0,17.9,31.7,1,1015.2
2019/03/14 17:14,8,1,10,0,17.7,31.5,1,1015.8
2019/03/14 17:44,1,4,13,0,17.6,31.2,0,1016.1
2019/03/14 18:14,0,4,15,0,17.5,31.7,13,1016.7
2019/03/14 18:44,2,3,68,0,20.1,34.3,12,1016.9
2019/03/14 19:14,33,33,153,0,22.1,34.0,11,1017.1
2019/03/14 19:44,12,4,106,0,22.5,31.4,11,1017.3
2019/03/14 20:14,4,7,87,0,22.8,30.2,11,1017.7
2019/03/14 20:44,5,19,78,0,23.0,29.4,11,1018.4
2019/03/14 21:14,5,0,44,0,21.8,29.3,0,1018.5
2019/03/14 21:44,0,5,54,0,21.8,31.5,11,1018.8
2019/03/14 22:14,4,8,45,0,22.3,30.7,11,1019.0
2019/03/14 22:44,4,0,40,0,22.6,31.0,12,1019.0
2019/03/14 23:14,3,6,37,0,22.2,29.7,0,1019.1
2019/03/14 23:44,3,8,22,0,20.9,29.8,0,1019.3
2019/03/15 00:14,1,5,26,0,19.8,30.5,0,1019.2
2019/03/15 00:44,4,8,26,0,19.3,30.6,0,1019.2
2019/03/15 01:14,1,5,35,0,18.8,30.9,0,1019.4
2019/03/15 01:44,0,3,39,0,18.2,31.4,0,1019.5
2019/03/15 02:14,1,5,44,0,17.8,31.6,0,1019.7
2019/03/15 02:44,1,5,25,0,17.5,31.7,0,1019.6
2019/03/15 03:14,1,8,30,0,17.1,31.9,0,1019.3
2019/03/15 03:44,0,6,33,0,16.8,32.1,0,1019.5
2019/03/15 04:14,1,5,25,0,16.5,32.2,0,1019.7
2019/03/15 04:44,2,6,25,0,16.3,32.2,0,1020.0
2019/03/15 05:14,1,4,28,0,16.0,32.4,0,1020.4
2019/03/15 05:44,2,4,29,0,15.6,32.8,0,1020.7
2019/03/15 06:14,0,7,38,0,15.3,33.3,0,1020.9
2019/03/15 06:44,3,5,41,0,15.2,33.2,3,1020.9
2019/03/15 07:14,2,8,65,0,15.1,34.7,28,1021.1
2019/03/15 07:44,0,6,130,0,15.2,34.7,38,1021.1
2019/03/15 08:14,8,4,113,0,15.3,34.6,28,1021.1
2019/03/15 08:44,0,2,97,0,15.4,34.5,23,1021.0
2019/03/15 09:14,1,3,74,0,15.7,34.1,19,1020.7
2019/03/15 09:44,5,6,52,0,16.0,33.8,17,1020.6
2019/03/15 10:14,7,3,38,0,16.3,34.6,15,1020.2
2019/03/15 10:44,1,3,29,0,16.6,34.4,16,1019.8
2019/03/15 11:14,3,6,41,0,19.9,32.9,19,1019.4
2019/03/15 11:44,8,2,12,0,22.4,29.7,16,1019.2
2019/03/15 12:14,2,1,7,0,22.9,28.9,16,1018.8
2019/03/15 12:44,3,5,16,0,22.5,44.7,11,1018.1
2019/03/15 13:14,8,1,13,0,23.2,45.1,8,1017.3
2019/03/15 13:44,2,5,18,0,23.4,48.3,6,1016.7
2019/03/15 14:14,4,1,10,0,23.6,46.3,5,1016.2
2019/03/15 14:44,3,6,17,0,24.0,43.1,14,1016.0
2019/03/15 15:14,5,0,46,0,24.1,45.4,14,1015.8
2019/03/15 15:44,7,5,54,0,24.4,41.3,11,1015.2
2019/03/15 16:14,4,8,107,0,24.4,40.5,2,1015.5
2019/03/15 16:44,8,0,103,0,24.2,36.9,5,1015.2
2019/03/15 17:14,7,1,97,0,24.0,38.0,2,1015.4
2019/03/15 17:44,6,1,72,0,23.8,38.7,12,1015.2
2019/03/15 18:14,7,3,115,0,23.9,37.6,11,1015.3
2019/03/15 18:44,1,1,97,0,24.2,37.9,11,1015.2
2019/03/15 19:14,7,0,154,0,24.3,38.2,12,1015.3
2019/03/15 19:44,0,8,211,0,24.4,37.3,12,1014.8
2019/03/15 20:14,4,1,235,0,24.4,37.6,11,1014.6
2019/03/15 20:44,5,7,242,0,24.5,37.7,11,1013.9
2019/03/15 21:14,6,1,263,0,24.3,37.8,11,1013.7
2019/03/15 21:44,6,5,239,0,24.3,38.1,11,1013.9
2019/03/15 22:14,8,8,216,0,24.3,38.1,11,1013.5
2019/03/15 22:44,9,1,203,0,23.6,37.2,11,1013.1
2019/03/15 23:14,6,2,181,0,23.7,38.4,11,1012.8
2019/03/15 23:44,9,1,131,0,24.0,37.5,11,1012.4
2019/03/16 00:14,6,5,90,0,24.1,37.0,11,1012.5
2019/03/16 00:44,5,4,67,0,23.6,37.0,0,1012.0
2019/03/16 01:14,7,0,50,0,22.8,36.6,0,1011.5
2019/03/16 01:44,9,9,47,0,22.2,36.5,0,1011.4
2019/03/16 02:14,10,3,34,0,21.8,36.3,0,1011.0
2019/03/16 02:44,7,3,28,0,21.3,36.3,0,1010.8
2019/03/16 03:14,7,1,25,0,20.8,36.6,0,1010.5
2019/03/16 03:44,5,2,26,0,20.6,36.3,0,1010.3
2019/03/16 04:14,7,0,16,0,20.1,36.6,0,1010.0
2019/03/16 04:44,6,0,18,0,19.8,36.7,0,1010.2
2019/03/16 05:14,8,4,14,0,19.5,36.6,0,1010.2
2019/03/16 05:44,7,2,6,0,19.2,36.8,0,1010.3
2019/03/16 06:14,8,1,6,0,18.9,36.9,0,1009.9
2019/03/16 06:44,6,1,6,0,18.6,37.1,0,1009.7
2019/03/16 07:14,8,5,6,0,18.2,38.0,4,1010.0
2019/03/16 07:44,9,9,10,0,18.0,37.8,8,1009.7
2019/03/16 08:14,5,2,5,0,17.6,38.4,14,1010.1
2019/03/16 08:44,3,2,12,0,17.4,38.7,9,1010.1
2019/03/16 09:14,5,3,9,0,17.1,39.1,19,1009.8
2019/03/16 09:44,5,7,16,0,17.0,39.3,34,1009.9
2019/03/16 10:14,4,6,18,0,16.9,39.7,50,1009.7
2019/03/16 10:44,0,7,27,0,17.2,42.7,20,1009.4
2019/03/16 11:14,3,8,32,0,17.6,43.9,9,1008.4
2019/03/16 11:44,4,5,51,0,18.2,43.6,12,1008.5
2019/03/16 12:14,0,1,47,0,18.5,42.8,12,1008.1
2019/03/16 12:44,2,5,38,0,18.6,41.5,11,1007.4
2019/03/16 13:14,8,4,37,0,18.8,40.7,12,1007.5
2019/03/16 13:44,0,1,26,0,18.5,40.4,11,1007.2
2019/03/16 14:14,2,4,29,0,18.2,40.3,10,1007.1
2019/03/16 14:44,4,0,33,0,18.1,41.2,11,1007.2
2019/03/16 15:14,7,4,43,0,18.7,40.9,8,1007.6
2019/03/16 15:44,8,2,52,0,21.4,36.4,6,1008.0
2019/03/16 16:14,1,5,39,0,22.2,34.8,2,1008.7
2019/03/16 16:44,1,1,47,0,22.5,34.4,4,1009.1
2019/03/16 17:14,3,13,93,0,22.8,34.5,12,1009.4
2019/03/16 17:44,1,7,60,0,22.5,34.1,11,1010.7
2019/03/16 18:14,2,7,195,0,23.4,35.2,14,1012.3
2019/03/16 18:44,0,5,207,0,23.8,38.0,14,1012.1
2019/03/16 19:14,2,1,223,0,23.7,37.6,12,1012.6
2019/03/16 19:44,5,8,191,0,23.8,37.5,12,1013.4
2019/03/16 20:14,3,1,271,0,23.9,36.6,11,1013.6
2019/03/16 20:44,0,3,242,0,23.8,36.3,11,1014.3
2019/03/16 21:14,4,7,179,0,23.9,36.4,11,1014.5
2019/03/16 21:44,5,8,135,0,23.9,36.3,11,1014.8
2019/03/16 22:14,1,1,108,0,24.0,36.3,11,1015.1
2019/03/16 22:44,4,6,74,0,23.9,36.3,11,1015.1
2019/03/16 23:14,6,5,60,0,22.7,37.0,11,1015.3
2019/03/16 23:44,4,6,92,0,23.1,37.3,11,1015.1
2019/03/17 00:14,3,7,81,0,23.5,35.9,11,1015.2
2019/03/17 00:44,4,6,57,0,22.8,35.2,0,1015.3
2019/03/17 01:14,2,1,54,0,21.8,35.5,0,1015.4
2019/03/17 01:44,7,7,50,0,21.1,35.6,0,1015.7
2019/03/17 02:14,2,5,38,0,20.4,36.2,0,1015.7
2019/03/17 02:44,3,8,43,0,19.8,36.3,0,1015.9
2019/03/17 03:14,7,8,39,0,19.3,36.6,0,1015.6
2019/03/17 03:44,5,7,37,0,18.9,36.6,0,1015.7
2019/03/17 04:14,2,7,27,0,18.3,37.0,0,1015.9
2019/03/17 04:44,2,6,19,0,17.9,37.3,0,1016.1
2019/03/17 05:14,1,8,20,0,17.6,37.3,0,1016.5
2019/03/17 05:44,1,6,21,0,17.1,37.7,0,1016.5
2019/03/17 06:14,0,7,29,0,16.9,37.6,0,1016.4
2019/03/17 06:44,2,1,25,0,16.5,38.0,1,1016.4
2019/03/17 07:14,1,5,34,0,16.4,37.9,4,1016.6
2019/03/17 07:44,0,4,106,0,16.3,39.3,181,1016.8
2019/03/17 08:14,1,6,131,0,16.1,40.3,85,1016.9
2019/03/17 08:44,1,5,130,0,16.1,40.3,50,1016.9
2019/03/17 09:14,1,4,99,0,16.3,39.7,35,1016.7
2019/03/17 09:44,8,6,73,0,16.6,39.0,27,1016.3
2019/03/17 10:14,8,5,58,0,16.9,39.7,23,1015.9
2019/03/17 10:44,3,7,62,0,19.8,37.7,24,1015.3
2019/03/17 11:14,1,4,27,0,22.0,33.2,25,1014.8
2019/03/17 11:44,1,7,19,0,22.7,32.1,23,1014.3
2019/03/17 12:14,2,5,14,0,22.9,31.9,14,1013.5
2019/03/17 12:44,4,1,12,0,23.3,31.4,9,1013.0
2019/03/17 13:14,5,8,15,0,23.6,30.7,14,1012.4
2019/03/17 13:44,3,6,10,0,23.7,30.2,12,1012.0
2019/03/17 14:14,2,7,14,0,23.8,30.4,9,1011.5
2019/03/17 14:44,0,7,19,0,24.0,31.9,11,1011.4
2019/03/17 15:14,2,1,38,0,24.1,33.4,11,1011.2
2019/03/17 15:44,4,1,34,0,24.2,32.6,7,1011.3
2019/03/17 16:14,5,7,36,0,24.1,33.2,7,1011.4
2019/03/17 16:44,3,0,34,0,24.1,32.8,6,1011.5
2019/03/17 17:14,6,5,39,0,24.1,33.1,4,1011.9
2019/03/17 17:44,1,4,34,0,24.1,32.9,2,1012.6
2019/03/17 18:14,4,0,48,0,24.2,35.8,12,1013.0
2019/03/17 18:44,3,0,45,0,24.2,35.9,11,1013.2
2019/03/17 19:14,2,7,45,0,24.2,35.4,12,1013.9
2019/03/17 19:44,5,0,42,0,24.2,34.7,12,1014.5
2019/03/17 20:14,8,1,41,0,24.0,34.5,11,1015.1
2019/03/17 20:44,3,6,38,0,23.6,33.7,0,1015.8
2019/03/17 21:14,3,7,26,0,22.2,36.3,11,1016.2
2019/03/17 21:44,3,7,53,0,23.0,36.5,12,1016.5
2019/03/17 22:14,1,1,42,0,23.4,35.4,11,1017.1
2019/03/17 22:44,3,8,40,0,22.5,42.2,11,1017.4
2019/03/17 23:14,2,7,51,0,23.1,43.5,11,1018.0
2019/03/17 23:44,1,5,57,0,23.2,45.7,11,1017.9
2019/03/18 00:14,5,0,75,0,23.3,43.9,11,1018.6
2019/03/18 00:44,3,1,89,0,23.1,39.3,0,1018.7
2019/03/18 01:14,13,4,63,0,22.0,37.6,0,1018.7
